client_id,birth_number,district_id,gender,age,age_levels
2870,591128,29,MALE,40,MIDDLE AGED
2871,671123,71,FEMALE,32,ADULT
2872,331027,77,FEMALE,66,SENIOR
2873,750324,16,FEMALE,24,YOUTH
2874,720910,34,MALE,27,ADULT
2875,360817,46,MALE,63,MIDDLE AGED
2876,770107,1,MALE,22,YOUTH
2877,320429,59,MALE,67,SENIOR
2878,470417,68,MALE,52,MIDDLE AGED
2879,770110,40,MALE,22,YOUTH
2880,521230,60,MALE,47,MIDDLE AGED
2881,670321,12,FEMALE,32,ADULT
2882,311214,70,MALE,68,SENIOR
2883,530226,30,MALE,46,MIDDLE AGED
2884,581010,40,FEMALE,41,MIDDLE AGED
2885,651004,1,FEMALE,34,ADULT
2886,581003,1,MALE,41,MIDDLE AGED
2887,610129,2,FEMALE,38,MIDDLE AGED
2888,780909,1,FEMALE,21,YOUTH
2889,431205,25,MALE,56,MIDDLE AGED
2890,511011,62,MALE,48,MIDDLE AGED
2891,570723,62,FEMALE,42,MIDDLE AGED
2892,410321,3,FEMALE,58,MIDDLE AGED
2893,271102,2,FEMALE,72,SENIOR
2894,480725,70,FEMALE,51,MIDDLE AGED
2895,770517,70,FEMALE,22,YOUTH
2896,750516,1,FEMALE,24,YOUTH
2897,250718,40,MALE,74,SENIOR
2898,201017,40,FEMALE,79,SENIOR
2899,180518,16,MALE,81,SENIOR
2900,230322,18,MALE,76,SENIOR
2901,390109,25,FEMALE,60,MIDDLE AGED
2902,590703,8,FEMALE,40,MIDDLE AGED
2903,591126,8,MALE,40,MIDDLE AGED
2904,460518,64,FEMALE,53,MIDDLE AGED
2905,510707,64,MALE,48,MIDDLE AGED
2906,341216,5,MALE,65,SENIOR
2907,320922,5,FEMALE,67,SENIOR
2908,710228,1,MALE,28,ADULT
2909,361009,26,MALE,63,MIDDLE AGED
2910,360928,76,MALE,63,MIDDLE AGED
2911,320925,45,MALE,67,SENIOR
2912,250728,45,FEMALE,74,SENIOR
2913,621227,44,MALE,37,MIDDLE AGED
2915,540222,33,FEMALE,45,MIDDLE AGED
2916,720930,1,MALE,27,ADULT
2917,400118,16,MALE,59,MIDDLE AGED
2918,670521,5,MALE,32,ADULT
2919,700908,5,FEMALE,29,ADULT
2920,620623,44,FEMALE,37,MIDDLE AGED
2921,761220,64,FEMALE,23,YOUTH
2922,400907,43,MALE,59,MIDDLE AGED
2923,770321,35,FEMALE,22,YOUTH
2924,410206,18,FEMALE,58,MIDDLE AGED
2925,470908,18,MALE,52,MIDDLE AGED
2926,340211,27,MALE,65,SENIOR
2927,291228,27,FEMALE,70,SENIOR
2928,320302,38,MALE,67,SENIOR
2929,580310,1,MALE,41,MIDDLE AGED
2930,410322,41,MALE,58,MIDDLE AGED
2932,400711,1,FEMALE,59,MIDDLE AGED
2933,421212,72,MALE,57,MIDDLE AGED
2934,480427,72,FEMALE,51,MIDDLE AGED
2935,440502,61,FEMALE,55,MIDDLE AGED
2936,450311,3,FEMALE,54,MIDDLE AGED
2937,490701,74,MALE,50,MIDDLE AGED
2938,210601,8,FEMALE,78,SENIOR
2939,180213,8,MALE,81,SENIOR
2940,651016,1,MALE,34,ADULT
2941,510312,38,MALE,48,MIDDLE AGED
2942,660603,67,FEMALE,33,ADULT
2943,800628,1,FEMALE,19,YOUTH
2944,430823,71,FEMALE,56,MIDDLE AGED
2945,210602,74,MALE,78,SENIOR
2946,260123,74,FEMALE,73,SENIOR
2947,570518,19,FEMALE,42,MIDDLE AGED
2948,781120,47,MALE,21,YOUTH
2949,430925,14,MALE,56,MIDDLE AGED
2950,440606,46,MALE,55,MIDDLE AGED
2951,500831,76,FEMALE,49,MIDDLE AGED
2952,780117,52,FEMALE,21,YOUTH
2953,360707,3,MALE,63,MIDDLE AGED
2954,590812,38,FEMALE,40,MIDDLE AGED
2955,520716,38,MALE,47,MIDDLE AGED
2956,390806,23,MALE,60,MIDDLE AGED
2957,780307,23,MALE,21,YOUTH
2958,750507,48,MALE,24,YOUTH
2959,571119,54,MALE,42,MIDDLE AGED
2960,281219,1,MALE,71,SENIOR
2961,331228,1,FEMALE,66,SENIOR
2962,381110,1,MALE,61,MIDDLE AGED
2963,390329,1,FEMALE,60,MIDDLE AGED
2964,781127,8,MALE,21,YOUTH
2965,180207,30,FEMALE,81,SENIOR
2966,550220,65,MALE,44,MIDDLE AGED
2967,610115,53,FEMALE,38,MIDDLE AGED
2968,620824,40,MALE,37,MIDDLE AGED
2969,230422,55,MALE,76,SENIOR
2970,220406,55,FEMALE,77,SENIOR
2971,771203,1,FEMALE,22,YOUTH
2972,760114,1,MALE,23,YOUTH
2974,510712,56,FEMALE,48,MIDDLE AGED
2975,430318,33,FEMALE,56,MIDDLE AGED
2976,220803,57,FEMALE,77,SENIOR
2977,630206,39,MALE,36,MIDDLE AGED
2978,480305,33,FEMALE,51,MIDDLE AGED
2979,611222,4,FEMALE,38,MIDDLE AGED
2980,740614,11,MALE,25,ADULT
2981,490205,16,FEMALE,50,MIDDLE AGED
2982,730323,6,FEMALE,26,ADULT
2983,670723,6,MALE,32,ADULT
2984,630524,60,FEMALE,36,MIDDLE AGED
2985,600413,60,MALE,39,MIDDLE AGED
2986,520515,14,MALE,47,MIDDLE AGED
2987,460601,14,FEMALE,53,MIDDLE AGED
2988,610521,33,MALE,38,MIDDLE AGED
2989,490201,17,FEMALE,50,MIDDLE AGED
2990,380402,32,FEMALE,61,MIDDLE AGED
2991,410731,32,MALE,58,MIDDLE AGED
2992,660507,11,MALE,33,ADULT
2994,630722,18,MALE,36,MIDDLE AGED
2995,410615,35,FEMALE,58,MIDDLE AGED
2996,650129,1,MALE,34,ADULT
2997,410309,1,FEMALE,58,MIDDLE AGED
2998,610402,1,MALE,38,MIDDLE AGED
2999,790324,74,FEMALE,20,YOUTH
3000,280402,41,FEMALE,71,SENIOR
3001,581007,1,MALE,41,MIDDLE AGED
3002,550513,42,FEMALE,44,MIDDLE AGED
3003,730512,69,FEMALE,26,ADULT
3004,710713,69,MALE,28,ADULT
3005,310629,43,MALE,68,SENIOR
3006,730808,22,FEMALE,26,ADULT
3007,640411,76,MALE,35,ADULT
3008,191219,73,MALE,80,SENIOR
3009,570803,62,FEMALE,42,MIDDLE AGED
3010,600112,62,MALE,39,MIDDLE AGED
3011,550919,74,MALE,44,MIDDLE AGED
3012,551110,70,FEMALE,44,MIDDLE AGED
3013,500318,51,FEMALE,49,MIDDLE AGED
3014,531105,51,MALE,46,MIDDLE AGED
3015,520229,73,MALE,47,MIDDLE AGED
3016,770823,40,MALE,22,YOUTH
3017,410514,2,MALE,58,MIDDLE AGED
3018,780128,61,MALE,21,YOUTH
3019,690923,30,MALE,30,ADULT
3020,420827,32,FEMALE,57,MIDDLE AGED
3021,610824,1,MALE,38,MIDDLE AGED
3022,540922,1,FEMALE,45,MIDDLE AGED
3023,590404,16,MALE,40,MIDDLE AGED
3024,290308,60,MALE,70,SENIOR
3025,321227,60,FEMALE,67,SENIOR
3026,470325,22,MALE,52,MIDDLE AGED
3027,590725,62,MALE,40,MIDDLE AGED
3028,320423,34,FEMALE,67,SENIOR
3029,700508,43,MALE,29,ADULT
3030,760510,68,FEMALE,23,YOUTH
3031,650905,40,FEMALE,34,ADULT
3032,590410,40,MALE,40,MIDDLE AGED
3035,641102,27,MALE,35,ADULT
3036,410331,16,FEMALE,58,MIDDLE AGED
3037,420104,64,MALE,57,MIDDLE AGED
3038,460305,6,FEMALE,53,MIDDLE AGED
3039,690601,55,FEMALE,30,ADULT
3041,270424,4,FEMALE,72,SENIOR
3042,680214,18,FEMALE,31,ADULT
3043,511115,63,FEMALE,48,MIDDLE AGED
3044,451007,36,MALE,54,MIDDLE AGED
3045,500318,10,FEMALE,49,MIDDLE AGED
3046,250122,1,FEMALE,74,SENIOR
3047,751001,45,MALE,24,YOUTH
3048,230106,16,FEMALE,76,SENIOR
3049,670406,6,MALE,32,ADULT
3050,670731,6,FEMALE,32,ADULT
3051,280311,65,MALE,71,SENIOR
3054,580428,74,MALE,41,MIDDLE AGED
3055,310223,51,MALE,68,SENIOR
3056,590116,38,FEMALE,40,MIDDLE AGED
3057,620305,38,MALE,37,MIDDLE AGED
3058,430929,49,FEMALE,56,MIDDLE AGED
3059,771129,61,MALE,22,YOUTH
3060,600518,61,MALE,39,MIDDLE AGED
3061,651005,61,FEMALE,34,ADULT
3062,300822,41,FEMALE,69,SENIOR
3063,710129,27,MALE,28,ADULT
3064,300505,42,MALE,69,SENIOR
3065,210821,24,FEMALE,78,SENIOR
3066,820309,54,FEMALE,17,YOUTH
3067,520621,57,FEMALE,47,MIDDLE AGED
3068,540320,57,MALE,45,MIDDLE AGED
3069,431023,21,MALE,56,MIDDLE AGED
3070,201212,46,MALE,79,SENIOR
3071,670223,38,FEMALE,32,ADULT
3072,360414,1,MALE,63,MIDDLE AGED
3073,371023,1,FEMALE,62,MIDDLE AGED
3074,581107,1,MALE,41,MIDDLE AGED
3075,410505,74,MALE,58,MIDDLE AGED
3076,621117,57,FEMALE,37,MIDDLE AGED
3077,340224,50,FEMALE,65,SENIOR
3078,320131,50,MALE,67,SENIOR
3079,430519,67,MALE,56,MIDDLE AGED
3080,510727,5,FEMALE,48,MIDDLE AGED
3081,450302,5,MALE,54,MIDDLE AGED
3082,791017,52,FEMALE,20,YOUTH
3083,710407,41,MALE,28,ADULT
3084,510824,23,FEMALE,48,MIDDLE AGED
3085,460629,62,FEMALE,53,MIDDLE AGED
3086,480914,62,MALE,51,MIDDLE AGED
3087,590921,46,FEMALE,40,MIDDLE AGED
3088,500611,40,MALE,49,MIDDLE AGED
3089,740726,46,MALE,25,ADULT
3090,681117,32,MALE,31,ADULT
3091,660303,15,FEMALE,33,ADULT
3092,671106,59,FEMALE,32,ADULT
3093,660221,35,MALE,33,ADULT
3094,500818,48,MALE,49,MIDDLE AGED
3095,530629,36,MALE,46,MIDDLE AGED
3096,820227,74,MALE,17,YOUTH
3097,480822,48,MALE,51,MIDDLE AGED
3098,380623,17,MALE,61,MIDDLE AGED
3099,651113,17,MALE,34,ADULT
3100,310330,2,MALE,68,SENIOR
3101,411213,1,MALE,58,MIDDLE AGED
3102,790216,61,FEMALE,20,YOUTH
3103,730307,64,FEMALE,26,ADULT
3104,820104,4,FEMALE,17,YOUTH
3105,470817,68,MALE,52,MIDDLE AGED
3106,280303,72,FEMALE,71,SENIOR
3107,601116,30,MALE,39,MIDDLE AGED
3108,620226,30,FEMALE,37,MIDDLE AGED
3109,320421,7,FEMALE,67,SENIOR
3110,310227,54,MALE,68,SENIOR
3111,240207,54,FEMALE,75,SENIOR
3112,390912,24,MALE,60,MIDDLE AGED
3113,711112,60,FEMALE,28,ADULT
3114,710224,60,MALE,28,ADULT
3115,611130,72,MALE,38,MIDDLE AGED
3116,510909,28,MALE,48,MIDDLE AGED
3117,410622,62,FEMALE,58,MIDDLE AGED
3118,400709,62,MALE,59,MIDDLE AGED
3119,360126,50,FEMALE,63,MIDDLE AGED
3120,640602,75,MALE,35,ADULT
3121,561018,57,FEMALE,43,MIDDLE AGED
3122,590402,57,MALE,40,MIDDLE AGED
3123,790725,1,MALE,20,YOUTH
3124,580102,5,FEMALE,41,MIDDLE AGED
3125,221030,10,FEMALE,77,SENIOR
3126,380113,47,MALE,61,MIDDLE AGED
3127,200618,1,FEMALE,79,SENIOR
3128,440209,69,FEMALE,55,MIDDLE AGED
3129,460801,5,FEMALE,53,MIDDLE AGED
3130,550531,19,FEMALE,44,MIDDLE AGED
3131,350614,1,FEMALE,64,MIDDLE AGED
3132,750324,1,FEMALE,24,YOUTH
3133,730420,31,FEMALE,26,ADULT
3134,380504,1,MALE,61,MIDDLE AGED
3135,690106,48,MALE,30,ADULT
3136,631218,1,MALE,36,MIDDLE AGED
3137,470226,70,MALE,52,MIDDLE AGED
3138,430812,70,FEMALE,56,MIDDLE AGED
3139,560923,46,FEMALE,43,MIDDLE AGED
3140,590413,46,MALE,40,MIDDLE AGED
3141,251109,9,FEMALE,74,SENIOR
3142,190318,68,MALE,80,SENIOR
3143,440202,21,FEMALE,55,MIDDLE AGED
3144,190804,1,MALE,80,SENIOR
3145,211104,1,FEMALE,78,SENIOR
3146,480715,1,MALE,51,MIDDLE AGED
3147,640426,19,FEMALE,35,ADULT
3148,420404,3,MALE,57,MIDDLE AGED
3149,350109,3,FEMALE,64,MIDDLE AGED
3150,320724,54,FEMALE,67,SENIOR
3151,510727,1,FEMALE,48,MIDDLE AGED
3152,361004,1,MALE,63,MIDDLE AGED
3153,240617,26,MALE,75,SENIOR
3154,260221,26,FEMALE,73,SENIOR
3155,730408,44,FEMALE,26,ADULT
3156,541102,68,FEMALE,45,MIDDLE AGED
3157,420226,1,FEMALE,57,MIDDLE AGED
3158,401125,1,FEMALE,59,MIDDLE AGED
3159,301027,24,MALE,69,SENIOR
3160,510629,20,MALE,48,MIDDLE AGED
3161,801118,66,MALE,19,YOUTH
3162,600517,55,MALE,39,MIDDLE AGED
3163,640526,1,FEMALE,35,ADULT
3164,620910,1,MALE,37,MIDDLE AGED
3165,760901,3,FEMALE,23,YOUTH
3166,550614,31,MALE,44,MIDDLE AGED
3167,430908,48,FEMALE,56,MIDDLE AGED
3170,210221,76,MALE,78,SENIOR
3171,240426,76,FEMALE,75,SENIOR
3172,511223,64,MALE,48,MIDDLE AGED
3173,460418,66,FEMALE,53,MIDDLE AGED
3174,521116,66,MALE,47,MIDDLE AGED
3175,500719,64,FEMALE,49,MIDDLE AGED
3176,370707,1,MALE,62,MIDDLE AGED
3177,380812,24,MALE,61,MIDDLE AGED
3178,690801,25,FEMALE,30,ADULT
3179,480312,45,FEMALE,51,MIDDLE AGED
3180,440930,45,MALE,55,MIDDLE AGED
3181,430215,27,MALE,56,MIDDLE AGED
3182,250422,18,FEMALE,74,SENIOR
3183,800224,70,MALE,19,YOUTH
3184,591201,5,FEMALE,40,MIDDLE AGED
3185,721126,17,FEMALE,27,ADULT
3186,550114,1,FEMALE,44,MIDDLE AGED
3187,520902,7,MALE,47,MIDDLE AGED
3188,760519,68,FEMALE,23,YOUTH
3190,201101,1,FEMALE,79,SENIOR
3191,751105,56,FEMALE,24,YOUTH
3192,390714,6,MALE,60,MIDDLE AGED
3193,500222,28,FEMALE,49,MIDDLE AGED
3194,750817,51,FEMALE,24,YOUTH
3195,710613,2,FEMALE,28,ADULT
3196,780814,72,FEMALE,21,YOUTH
3197,580710,1,MALE,41,MIDDLE AGED
3198,530305,1,FEMALE,46,MIDDLE AGED
3199,571218,1,FEMALE,42,MIDDLE AGED
3200,541115,1,MALE,45,MIDDLE AGED
3201,530806,66,FEMALE,46,MIDDLE AGED
3202,220719,56,MALE,77,SENIOR
3203,590423,1,FEMALE,40,MIDDLE AGED
3204,560326,1,MALE,43,MIDDLE AGED
3205,210625,1,FEMALE,78,SENIOR
3206,210521,1,MALE,78,SENIOR
3207,251203,55,FEMALE,74,SENIOR
3208,470206,27,MALE,52,MIDDLE AGED
3209,390103,27,FEMALE,60,MIDDLE AGED
3210,630830,14,MALE,36,MIDDLE AGED
3211,670807,17,FEMALE,32,ADULT
3213,411004,1,MALE,58,MIDDLE AGED
3214,220512,71,MALE,77,SENIOR
3215,360506,64,FEMALE,63,MIDDLE AGED
3216,591128,58,MALE,40,MIDDLE AGED
3217,770502,61,MALE,22,YOUTH
3218,651216,49,MALE,34,ADULT
3219,591018,49,FEMALE,40,MIDDLE AGED
3220,570217,23,MALE,42,MIDDLE AGED
3221,530716,23,FEMALE,46,MIDDLE AGED
3222,770506,21,MALE,22,YOUTH
3225,570317,13,MALE,42,MIDDLE AGED
3226,511122,1,MALE,48,MIDDLE AGED
3227,501028,59,FEMALE,49,MIDDLE AGED
3228,570222,34,MALE,42,MIDDLE AGED
3229,790418,50,MALE,20,YOUTH
3230,820606,1,FEMALE,17,YOUTH
3231,610603,21,MALE,38,MIDDLE AGED
3232,761105,5,MALE,23,YOUTH
3233,801130,1,MALE,19,YOUTH
3234,190804,67,FEMALE,80,SENIOR
3235,500612,46,FEMALE,49,MIDDLE AGED
3236,600415,28,FEMALE,39,MIDDLE AGED
3239,811116,7,FEMALE,18,YOUTH
3240,371210,67,FEMALE,62,MIDDLE AGED
3241,340914,26,MALE,65,SENIOR
3242,370304,26,FEMALE,62,MIDDLE AGED
3243,200930,71,FEMALE,79,SENIOR
3244,330929,72,MALE,66,SENIOR
3245,521202,70,MALE,47,MIDDLE AGED
3246,310420,66,MALE,68,SENIOR
3247,580421,69,FEMALE,41,MIDDLE AGED
3248,290802,28,FEMALE,70,SENIOR
3249,590120,17,MALE,40,MIDDLE AGED
3250,620120,17,FEMALE,37,MIDDLE AGED
3251,621228,52,FEMALE,37,MIDDLE AGED
3252,610326,52,MALE,38,MIDDLE AGED
3253,460702,70,MALE,53,MIDDLE AGED
3254,300213,1,MALE,69,SENIOR
3255,700104,8,FEMALE,29,ADULT
3256,760718,49,MALE,23,YOUTH
3257,780511,73,FEMALE,21,YOUTH
3258,600730,74,FEMALE,39,MIDDLE AGED
3259,501015,71,MALE,49,MIDDLE AGED
3260,420908,74,FEMALE,57,MIDDLE AGED
3261,500410,74,MALE,49,MIDDLE AGED
3262,410814,61,FEMALE,58,MIDDLE AGED
3264,501020,63,FEMALE,49,MIDDLE AGED
3265,630611,47,FEMALE,36,MIDDLE AGED
3266,601008,47,MALE,39,MIDDLE AGED
3267,510826,61,MALE,48,MIDDLE AGED
3268,560331,1,FEMALE,43,MIDDLE AGED
3269,741105,2,MALE,25,ADULT
3270,400122,12,MALE,59,MIDDLE AGED
3271,420103,58,FEMALE,57,MIDDLE AGED
3272,200718,9,FEMALE,79,SENIOR
3273,180102,9,MALE,81,SENIOR
3274,290122,26,MALE,70,SENIOR
3275,240919,26,FEMALE,75,SENIOR
3276,800321,52,MALE,19,YOUTH
3277,660326,42,MALE,33,ADULT
3278,620420,42,FEMALE,37,MIDDLE AGED
3279,540804,66,FEMALE,45,MIDDLE AGED
3280,580531,66,MALE,41,MIDDLE AGED
3281,501227,74,MALE,49,MIDDLE AGED
3282,810902,29,MALE,18,YOUTH
3283,331123,10,MALE,66,SENIOR
3284,360702,2,MALE,63,MIDDLE AGED
3285,430917,2,FEMALE,56,MIDDLE AGED
3286,720315,74,FEMALE,27,ADULT
3287,780401,74,MALE,21,YOUTH
3288,260128,69,MALE,73,SENIOR
3289,770609,75,FEMALE,22,YOUTH
3290,690712,11,FEMALE,30,ADULT
3291,470123,52,MALE,52,MIDDLE AGED
3292,400121,18,MALE,59,MIDDLE AGED
3293,530120,1,FEMALE,46,MIDDLE AGED
3294,570308,52,MALE,42,MIDDLE AGED
3295,660313,40,FEMALE,33,ADULT
3296,690611,23,MALE,30,ADULT
3297,680417,1,MALE,31,ADULT
3298,420805,5,FEMALE,57,MIDDLE AGED
3299,610917,76,FEMALE,38,MIDDLE AGED
3300,500629,53,MALE,49,MIDDLE AGED
3302,640217,52,FEMALE,35,ADULT
3303,650109,52,MALE,34,ADULT
3304,390831,69,MALE,60,MIDDLE AGED
3305,711011,41,FEMALE,28,ADULT
3306,480426,27,MALE,51,MIDDLE AGED
3307,790701,14,FEMALE,20,YOUTH
3308,480216,15,MALE,51,MIDDLE AGED
3309,420429,15,FEMALE,57,MIDDLE AGED
3310,540213,23,MALE,45,MIDDLE AGED
3311,540825,51,MALE,45,MIDDLE AGED
3312,711105,70,FEMALE,28,ADULT
3313,460210,60,FEMALE,53,MIDDLE AGED
3314,311218,24,FEMALE,68,SENIOR
3315,340621,24,MALE,65,SENIOR
3316,471215,1,FEMALE,52,MIDDLE AGED
3317,500424,1,MALE,49,MIDDLE AGED
3319,790424,1,FEMALE,20,YOUTH
3320,720214,1,MALE,27,ADULT
3321,690530,13,FEMALE,30,ADULT
3322,480229,31,MALE,51,MIDDLE AGED
3323,810222,74,FEMALE,18,YOUTH
3324,710413,26,FEMALE,28,ADULT
3325,630928,26,MALE,36,MIDDLE AGED
3326,521226,57,FEMALE,47,MIDDLE AGED
3327,370704,20,FEMALE,62,MIDDLE AGED
3328,661011,24,MALE,33,ADULT
3329,610320,54,MALE,38,MIDDLE AGED
3330,550415,54,FEMALE,44,MIDDLE AGED
3331,700205,70,FEMALE,29,ADULT
3332,691115,46,FEMALE,30,ADULT
3333,490724,10,FEMALE,50,MIDDLE AGED
3334,670701,1,MALE,32,ADULT
3335,670210,11,MALE,32,ADULT
3336,510530,64,FEMALE,48,MIDDLE AGED
3337,520413,53,MALE,47,MIDDLE AGED
3338,421129,69,FEMALE,57,MIDDLE AGED
3339,760129,31,FEMALE,23,YOUTH
3340,760216,54,MALE,23,YOUTH
3341,681220,54,FEMALE,31,ADULT
3342,730929,73,MALE,26,ADULT
3344,610916,42,MALE,38,MIDDLE AGED
3345,410127,37,FEMALE,58,MIDDLE AGED
3346,410225,37,MALE,58,MIDDLE AGED
3347,360119,11,MALE,63,MIDDLE AGED
3348,780214,38,FEMALE,21,YOUTH
3349,631221,42,MALE,36,MIDDLE AGED
3350,500319,30,MALE,49,MIDDLE AGED
3351,420915,30,FEMALE,57,MIDDLE AGED
3352,190912,23,MALE,80,SENIOR
3353,190421,23,FEMALE,80,SENIOR
3354,431028,62,FEMALE,56,MIDDLE AGED
3355,530115,38,MALE,46,MIDDLE AGED
3356,740423,73,MALE,25,ADULT
3357,540721,63,FEMALE,45,MIDDLE AGED
3358,751007,16,MALE,24,YOUTH
3359,450224,1,MALE,54,MIDDLE AGED
3360,760831,43,FEMALE,23,YOUTH
3361,301002,40,FEMALE,69,SENIOR
3365,660730,1,FEMALE,33,ADULT
3366,590212,54,FEMALE,40,MIDDLE AGED
3367,520423,54,MALE,47,MIDDLE AGED
3368,521024,14,FEMALE,47,MIDDLE AGED
3369,520416,1,MALE,47,MIDDLE AGED
3370,190328,25,MALE,80,SENIOR
3371,191007,25,FEMALE,80,SENIOR
3372,701030,1,MALE,29,ADULT
3373,521129,5,MALE,47,MIDDLE AGED
3374,600813,5,FEMALE,39,MIDDLE AGED
3375,541106,74,MALE,45,MIDDLE AGED
3376,450119,11,FEMALE,54,MIDDLE AGED
3377,380505,11,MALE,61,MIDDLE AGED
3378,570421,5,MALE,42,MIDDLE AGED
3379,490701,5,FEMALE,50,MIDDLE AGED
3380,780403,74,FEMALE,21,YOUTH
3381,650901,70,FEMALE,34,ADULT
3382,540228,54,MALE,45,MIDDLE AGED
3383,560423,54,FEMALE,43,MIDDLE AGED
3384,420803,41,FEMALE,57,MIDDLE AGED
3385,240213,11,FEMALE,75,SENIOR
3386,400308,49,FEMALE,59,MIDDLE AGED
3387,430814,58,MALE,56,MIDDLE AGED
3388,651026,53,FEMALE,34,ADULT
3389,670116,39,FEMALE,32,ADULT
3390,721117,53,FEMALE,27,ADULT
3391,710407,42,MALE,28,ADULT
3392,751031,1,FEMALE,24,YOUTH
3393,540824,73,FEMALE,45,MIDDLE AGED
3394,800704,66,FEMALE,19,YOUTH
3395,621228,4,MALE,37,MIDDLE AGED
3396,770303,18,FEMALE,22,YOUTH
3397,740608,24,FEMALE,25,ADULT
3398,690913,24,MALE,30,ADULT
3399,320225,72,MALE,67,SENIOR
3402,520502,74,FEMALE,47,MIDDLE AGED
3403,571018,74,MALE,42,MIDDLE AGED
3404,401011,56,FEMALE,59,MIDDLE AGED
3405,491215,40,MALE,50,MIDDLE AGED
3406,470713,40,FEMALE,52,MIDDLE AGED
3407,730413,35,FEMALE,26,ADULT
3408,731220,35,MALE,26,ADULT
3409,190403,36,MALE,80,SENIOR
3410,650216,54,MALE,34,ADULT
3412,750718,57,MALE,24,YOUTH
3413,691125,57,FEMALE,30,ADULT
3414,471017,11,FEMALE,52,MIDDLE AGED
3415,730930,54,FEMALE,26,ADULT
3416,780601,35,MALE,21,YOUTH
3417,850318,35,FEMALE,14,YOUTH
3418,630807,70,FEMALE,36,MIDDLE AGED
3420,790624,66,MALE,20,YOUTH
3421,470305,20,MALE,52,MIDDLE AGED
3422,510502,1,FEMALE,48,MIDDLE AGED
3423,710905,12,FEMALE,28,ADULT
3424,181114,64,MALE,81,SENIOR
3425,700507,70,MALE,29,ADULT
3426,780207,73,MALE,21,YOUTH
3427,800616,42,MALE,19,YOUTH
3428,870927,42,FEMALE,12,YOUTH
3429,411016,46,MALE,58,MIDDLE AGED
3430,510925,3,MALE,48,MIDDLE AGED
3431,790405,70,FEMALE,20,YOUTH
3432,731108,15,MALE,26,ADULT
3433,620907,71,MALE,37,MIDDLE AGED
3434,560920,71,FEMALE,43,MIDDLE AGED
3435,450527,4,FEMALE,54,MIDDLE AGED
3436,580218,30,MALE,41,MIDDLE AGED
3437,590808,30,FEMALE,40,MIDDLE AGED
3438,420112,43,MALE,57,MIDDLE AGED
3439,670127,62,MALE,32,ADULT
3440,380213,1,FEMALE,61,MIDDLE AGED
3441,580209,75,MALE,41,MIDDLE AGED
3443,341206,1,FEMALE,65,SENIOR
3444,770406,57,MALE,22,YOUTH
3445,790326,17,FEMALE,20,YOUTH
3446,571001,70,MALE,42,MIDDLE AGED
3447,490421,54,FEMALE,50,MIDDLE AGED
3448,541224,1,MALE,45,MIDDLE AGED
3449,280321,27,MALE,71,SENIOR
3450,760912,25,MALE,23,YOUTH
3451,740717,19,MALE,25,ADULT
3452,750828,19,FEMALE,24,YOUTH
3453,500802,56,MALE,49,MIDDLE AGED
3454,491017,11,FEMALE,50,MIDDLE AGED
3455,570228,11,MALE,42,MIDDLE AGED
3456,450121,54,FEMALE,54,MIDDLE AGED
3457,230614,75,FEMALE,76,SENIOR
3458,530630,33,MALE,46,MIDDLE AGED
3459,640830,14,FEMALE,35,ADULT
3460,651011,14,MALE,34,ADULT
3461,580222,54,MALE,41,MIDDLE AGED
3462,650318,54,FEMALE,34,ADULT
3463,790302,1,FEMALE,20,YOUTH
3464,530114,43,MALE,46,MIDDLE AGED
3465,420417,30,MALE,57,MIDDLE AGED
3466,360531,1,FEMALE,63,MIDDLE AGED
3467,391206,1,MALE,60,MIDDLE AGED
3468,331231,68,FEMALE,66,SENIOR
3469,750223,1,FEMALE,24,YOUTH
3470,370423,52,FEMALE,62,MIDDLE AGED
3471,520929,1,FEMALE,47,MIDDLE AGED
3472,460511,70,FEMALE,53,MIDDLE AGED
3473,480521,70,MALE,51,MIDDLE AGED
3474,541208,32,FEMALE,45,MIDDLE AGED
3475,570313,19,MALE,42,MIDDLE AGED
3476,680105,60,FEMALE,31,ADULT
3477,650828,37,MALE,34,ADULT
3478,260530,1,MALE,73,SENIOR
3479,330919,1,FEMALE,66,SENIOR
3480,510410,15,FEMALE,48,MIDDLE AGED
3481,571110,15,MALE,42,MIDDLE AGED
3482,410209,71,FEMALE,58,MIDDLE AGED
3483,401202,70,MALE,59,MIDDLE AGED
3484,720430,44,MALE,27,ADULT
3485,220527,77,MALE,77,SENIOR
3486,620309,77,MALE,37,MIDDLE AGED
3487,590906,1,MALE,40,MIDDLE AGED
3488,551009,1,MALE,44,MIDDLE AGED
3489,660813,76,MALE,33,ADULT
3490,201016,19,MALE,79,SENIOR
3491,221118,19,FEMALE,77,SENIOR
3492,701227,8,FEMALE,29,ADULT
3493,650504,69,FEMALE,34,ADULT
3494,690702,42,MALE,30,ADULT
3495,410510,64,FEMALE,58,MIDDLE AGED
3496,490711,64,MALE,50,MIDDLE AGED
3497,700911,39,FEMALE,29,ADULT
3498,380401,77,MALE,61,MIDDLE AGED
3499,690316,19,MALE,30,ADULT
3500,600607,29,MALE,39,MIDDLE AGED
3501,640321,51,MALE,35,ADULT
3502,520803,54,MALE,47,MIDDLE AGED
3503,530114,54,FEMALE,46,MIDDLE AGED
3504,520125,40,MALE,47,MIDDLE AGED
3505,771206,20,MALE,22,YOUTH
3506,610820,1,FEMALE,38,MIDDLE AGED
